cohort,topology,threshold,method,signature,failure_frequency,total_failures,covered,uncovered_fraction
validation,B,moderate,MI-C,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,7,2171,False,0.0032243205895900505
validation,B,moderate,MI-M,Concentrated dependency,1141,2171,True,0.0
validation,B,moderate,MI-M,Concentrated dependency; Propagation-amplified cascade,225,2171,True,0.0
validation,B,moderate,MI-M,Compounding moderate disturbance,96,2171,False,0.044219253800092125
validation,B,moderate,MI-M,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,348,2171,True,0.0
validation,B,moderate,MI-M,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,37,2171,True,0.0
validation,B,moderate,MI-M,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,15,2171,False,0.006909258406264394
validation,B,moderate,MI-M,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,31,2171,True,0.0
validation,B,moderate,MI-M,Compounding moderate disturbance; Recovery lag and temporal overlap,49,2171,False,0.022570244127130355
validation,B,moderate,MI-M,Hidden convergent dependency; Compounding moderate disturbance,15,2171,True,0.0
validation,B,moderate,MI-M,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,13,2171,False,0.005988023952095809
validation,B,moderate,MI-M,Concentrated dependency; Recovery lag and temporal overlap,90,2171,False,0.041455550437586364
validation,B,moderate,MI-M,Concentrated dependency; Hidden convergent dependency,64,2171,True,0.0
validation,B,moderate,MI-M,Compounding moderate disturbance; Propagation-amplified cascade,9,2171,False,0.004145555043758637
validation,B,moderate,MI-M,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,13,2171,False,0.005988023952095809
validation,B,moderate,MI-M,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,18,2171,False,0.008291110087517274
validation,B,moderate,MI-M,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,7,2171,False,0.0032243205895900505
validation,B,moderate,MI-MD,Concentrated dependency,1141,2171,True,0.0
validation,B,moderate,MI-MD,Concentrated dependency; Propagation-amplified cascade,225,2171,True,0.0
validation,B,moderate,MI-MD,Compounding moderate disturbance,96,2171,False,0.044219253800092125
validation,B,moderate,MI-MD,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,348,2171,True,0.0
validation,B,moderate,MI-MD,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,37,2171,True,0.0
validation,B,moderate,MI-MD,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,15,2171,False,0.006909258406264394
validation,B,moderate,MI-MD,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,31,2171,True,0.0
validation,B,moderate,MI-MD,Compounding moderate disturbance; Recovery lag and temporal overlap,49,2171,False,0.022570244127130355
validation,B,moderate,MI-MD,Hidden convergent dependency; Compounding moderate disturbance,15,2171,True,0.0
validation,B,moderate,MI-MD,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,13,2171,False,0.005988023952095809
validation,B,moderate,MI-MD,Concentrated dependency; Recovery lag and temporal overlap,90,2171,False,0.041455550437586364
validation,B,moderate,MI-MD,Concentrated dependency; Hidden convergent dependency,64,2171,True,0.0
validation,B,moderate,MI-MD,Compounding moderate disturbance; Propagation-amplified cascade,9,2171,False,0.004145555043758637
validation,B,moderate,MI-MD,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,13,2171,False,0.005988023952095809
validation,B,moderate,MI-MD,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,18,2171,False,0.008291110087517274
validation,B,moderate,MI-MD,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,7,2171,False,0.0032243205895900505
validation,B,moderate,MI-MDA,Concentrated dependency,1141,2171,True,0.0
validation,B,moderate,MI-MDA,Concentrated dependency; Propagation-amplified cascade,225,2171,True,0.0
validation,B,moderate,MI-MDA,Compounding moderate disturbance,96,2171,True,0.0
validation,B,moderate,MI-MDA,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,348,2171,True,0.0
validation,B,moderate,MI-MDA,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,37,2171,True,0.0
validation,B,moderate,MI-MDA,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,15,2171,False,0.006909258406264394
validation,B,moderate,MI-MDA,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,31,2171,True,0.0
validation,B,moderate,MI-MDA,Compounding moderate disturbance; Recovery lag and temporal overlap,49,2171,False,0.022570244127130355
validation,B,moderate,MI-MDA,Hidden convergent dependency; Compounding moderate disturbance,15,2171,True,0.0
validation,B,moderate,MI-MDA,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,13,2171,False,0.005988023952095809
validation,B,moderate,MI-MDA,Concentrated dependency; Recovery lag and temporal overlap,90,2171,False,0.041455550437586364
validation,B,moderate,MI-MDA,Concentrated dependency; Hidden convergent dependency,64,2171,True,0.0
validation,B,moderate,MI-MDA,Compounding moderate disturbance; Propagation-amplified cascade,9,2171,False,0.004145555043758637
validation,B,moderate,MI-MDA,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,13,2171,False,0.005988023952095809
validation,B,moderate,MI-MDA,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,18,2171,False,0.008291110087517274
validation,B,moderate,MI-MDA,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,7,2171,False,0.0032243205895900505
validation,B,severe,FST-original,Concentrated dependency; Hidden convergent dependency,6,931,False,0.00644468313641246
validation,B,severe,FST-original,Concentrated dependency,441,931,True,0.0
validation,B,severe,FST-original,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,89,931,True,0.0
validation,B,severe,FST-original,Concentrated dependency; Propagation-amplified cascade,127,931,False,0.1364124597207304
validation,B,severe,FST-original,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,29,931,False,0.031149301825993556
validation,B,severe,FST-original,Compounding moderate disturbance; Recovery lag and temporal overlap,25,931,False,0.02685284640171858
validation,B,severe,FST-original,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,4,931,False,0.004296455424274973
validation,B,severe,FST-original,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,36,931,False,0.03866809881847476
validation,B,severe,FST-original,Compounding moderate disturbance,53,931,False,0.05692803437164339
validation,B,severe,FST-original,Compounding moderate disturbance; Propagation-amplified cascade,12,931,False,0.01288936627282492
validation,B,severe,FST-original,Concentrated dependency; Recovery lag and temporal overlap,43,931,False,0.04618689581095596
validation,B,severe,FST-original,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,28,931,False,0.03007518796992481
validation,B,severe,FST-original,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,9,931,False,0.00966702470461869
validation,B,severe,FST-original,Hidden convergent dependency; Compounding moderate disturbance,15,931,True,0.0
validation,B,severe,FST-original,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,3,931,False,0.00322234156820623
validation,B,severe,FST-original,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,11,931,False,0.011815252416756176
validation,B,severe,MI-FST,Concentrated dependency; Hidden convergent dependency,6,931,True,0.0
validation,B,severe,MI-FST,Concentrated dependency,441,931,True,0.0
validation,B,severe,MI-FST,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,89,931,True,0.0
validation,B,severe,MI-FST,Concentrated dependency; Propagation-amplified cascade,127,931,True,0.0
validation,B,severe,MI-FST,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,29,931,False,0.031149301825993556
validation,B,severe,MI-FST,Compounding moderate disturbance; Recovery lag and temporal overlap,25,931,False,0.02685284640171858
validation,B,severe,MI-FST,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,4,931,False,0.004296455424274973
validation,B,severe,MI-FST,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,36,931,True,0.0
validation,B,severe,MI-FST,Compounding moderate disturbance,53,931,False,0.05692803437164339
validation,B,severe,MI-FST,Compounding moderate disturbance; Propagation-amplified cascade,12,931,False,0.01288936627282492
validation,B,severe,MI-FST,Concentrated dependency; Recovery lag and temporal overlap,43,931,False,0.04618689581095596
validation,B,severe,MI-FST,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,28,931,True,0.0
validation,B,severe,MI-FST,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,9,931,False,0.00966702470461869
validation,B,severe,MI-FST,Hidden convergent dependency; Compounding moderate disturbance,15,931,True,0.0
validation,B,severe,MI-FST,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,3,931,False,0.00322234156820623
validation,B,severe,MI-FST,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,11,931,False,0.011815252416756176
validation,B,severe,RST,Concentrated dependency; Hidden convergent dependency,6,931,False,0.00644468313641246
validation,B,severe,RST,Concentrated dependency,441,931,True,0.0
validation,B,severe,RST,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,89,931,True,0.0
validation,B,severe,RST,Concentrated dependency; Propagation-amplified cascade,127,931,True,0.0
validation,B,severe,RST,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,29,931,False,0.031149301825993556
validation,B,severe,RST,Compounding moderate disturbance; Recovery lag and temporal overlap,25,931,False,0.02685284640171858
validation,B,severe,RST,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,4,931,False,0.004296455424274973
validation,B,severe,RST,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,36,931,True,0.0
validation,B,severe,RST,Compounding moderate disturbance,53,931,True,0.0
validation,B,severe,RST,Compounding moderate disturbance; Propagation-amplified cascade,12,931,False,0.01288936627282492
validation,B,severe,RST,Concentrated dependency; Recovery lag and temporal overlap,43,931,False,0.04618689581095596
validation,B,severe,RST,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,28,931,True,0.0
validation,B,severe,RST,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,9,931,False,0.00966702470461869
validation,B,severe,RST,Hidden convergent dependency; Compounding moderate disturbance,15,931,False,0.01611170784103115
validation,B,severe,RST,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,3,931,False,0.00322234156820623
validation,B,severe,RST,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,11,931,False,0.011815252416756176
validation,B,severe,MI-C,Concentrated dependency; Hidden convergent dependency,6,931,True,0.0
validation,B,severe,MI-C,Concentrated dependency,441,931,True,0.0
validation,B,severe,MI-C,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,89,931,True,0.0
validation,B,severe,MI-C,Concentrated dependency; Propagation-amplified cascade,127,931,True,0.0
validation,B,severe,MI-C,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,29,931,False,0.031149301825993556
validation,B,severe,MI-C,Compounding moderate disturbance; Recovery lag and temporal overlap,25,931,False,0.02685284640171858
validation,B,severe,MI-C,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,4,931,False,0.004296455424274973
validation,B,severe,MI-C,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,36,931,True,0.0
validation,B,severe,MI-C,Compounding moderate disturbance,53,931,False,0.05692803437164339
validation,B,severe,MI-C,Compounding moderate disturbance; Propagation-amplified cascade,12,931,False,0.01288936627282492
validation,B,severe,MI-C,Concentrated dependency; Recovery lag and temporal overlap,43,931,False,0.04618689581095596
validation,B,severe,MI-C,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,28,931,True,0.0
validation,B,severe,MI-C,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,9,931,False,0.00966702470461869
validation,B,severe,MI-C,Hidden convergent dependency; Compounding moderate disturbance,15,931,True,0.0
validation,B,severe,MI-C,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,3,931,False,0.00322234156820623
validation,B,severe,MI-C,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,11,931,False,0.011815252416756176
validation,B,severe,MI-M,Concentrated dependency; Hidden convergent dependency,6,931,False,0.00644468313641246
validation,B,severe,MI-M,Concentrated dependency,441,931,True,0.0
validation,B,severe,MI-M,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,89,931,True,0.0
validation,B,severe,MI-M,Concentrated dependency; Propagation-amplified cascade,127,931,True,0.0
validation,B,severe,MI-M,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,29,931,False,0.031149301825993556
validation,B,severe,MI-M,Compounding moderate disturbance; Recovery lag and temporal overlap,25,931,False,0.02685284640171858
validation,B,severe,MI-M,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,4,931,False,0.004296455424274973
validation,B,severe,MI-M,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,36,931,False,0.03866809881847476
validation,B,severe,MI-M,Compounding moderate disturbance,53,931,False,0.05692803437164339
validation,B,severe,MI-M,Compounding moderate disturbance; Propagation-amplified cascade,12,931,False,0.01288936627282492
validation,B,severe,MI-M,Concentrated dependency; Recovery lag and temporal overlap,43,931,False,0.04618689581095596
validation,B,severe,MI-M,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,28,931,True,0.0
validation,B,severe,MI-M,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,9,931,False,0.00966702470461869
validation,B,severe,MI-M,Hidden convergent dependency; Compounding moderate disturbance,15,931,False,0.01611170784103115
validation,B,severe,MI-M,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,3,931,False,0.00322234156820623
validation,B,severe,MI-M,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,11,931,False,0.011815252416756176
validation,B,severe,MI-MD,Concentrated dependency; Hidden convergent dependency,6,931,False,0.00644468313641246
validation,B,severe,MI-MD,Concentrated dependency,441,931,True,0.0
validation,B,severe,MI-MD,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,89,931,True,0.0
validation,B,severe,MI-MD,Concentrated dependency; Propagation-amplified cascade,127,931,True,0.0
validation,B,severe,MI-MD,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,29,931,False,0.031149301825993556
validation,B,severe,MI-MD,Compounding moderate disturbance; Recovery lag and temporal overlap,25,931,False,0.02685284640171858
validation,B,severe,MI-MD,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,4,931,False,0.004296455424274973
validation,B,severe,MI-MD,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,36,931,False,0.03866809881847476
validation,B,severe,MI-MD,Compounding moderate disturbance,53,931,False,0.05692803437164339
validation,B,severe,MI-MD,Compounding moderate disturbance; Propagation-amplified cascade,12,931,False,0.01288936627282492
validation,B,severe,MI-MD,Concentrated dependency; Recovery lag and temporal overlap,43,931,False,0.04618689581095596
validation,B,severe,MI-MD,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,28,931,True,0.0
validation,B,severe,MI-MD,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,9,931,False,0.00966702470461869
validation,B,severe,MI-MD,Hidden convergent dependency; Compounding moderate disturbance,15,931,False,0.01611170784103115
validation,B,severe,MI-MD,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,3,931,False,0.00322234156820623
validation,B,severe,MI-MD,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,11,931,False,0.011815252416756176
validation,B,severe,MI-MDA,Concentrated dependency; Hidden convergent dependency,6,931,False,0.00644468313641246
validation,B,severe,MI-MDA,Concentrated dependency,441,931,True,0.0
validation,B,severe,MI-MDA,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,89,931,True,0.0
validation,B,severe,MI-MDA,Concentrated dependency; Propagation-amplified cascade,127,931,True,0.0
validation,B,severe,MI-MDA,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,29,931,False,0.031149301825993556
validation,B,severe,MI-MDA,Compounding moderate disturbance; Recovery lag and temporal overlap,25,931,False,0.02685284640171858
validation,B,severe,MI-MDA,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,4,931,False,0.004296455424274973
validation,B,severe,MI-MDA,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,36,931,False,0.03866809881847476
validation,B,severe,MI-MDA,Compounding moderate disturbance,53,931,True,0.0
validation,B,severe,MI-MDA,Compounding moderate disturbance; Propagation-amplified cascade,12,931,False,0.01288936627282492
validation,B,severe,MI-MDA,Concentrated dependency; Recovery lag and temporal overlap,43,931,False,0.04618689581095596
validation,B,severe,MI-MDA,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,28,931,True,0.0
validation,B,severe,MI-MDA,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,9,931,False,0.00966702470461869
validation,B,severe,MI-MDA,Hidden convergent dependency; Compounding moderate disturbance,15,931,False,0.01611170784103115
validation,B,severe,MI-MDA,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,3,931,False,0.00322234156820623
validation,B,severe,MI-MDA,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,11,931,False,0.011815252416756176
