topology,reference_id,reference_family,threshold,passive_failure,first_cross_week,mechanism_signature,unclassified,event_specification,canonical_event_key
A,REF-A-S-0046,single event,severe,False,,Unclassified,False,"[{""target"":""demand"",""magnitude"":0.15,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":2}]","[{""duration_weeks"":2,""magnitude"":0.15,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-S-0047,single event,moderate,False,,Unclassified,False,"[{""target"":""demand"",""magnitude"":0.15,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]","[{""duration_weeks"":3,""magnitude"":0.15,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-S-0047,single event,severe,False,,Unclassified,False,"[{""target"":""demand"",""magnitude"":0.15,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]","[{""duration_weeks"":3,""magnitude"":0.15,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-S-0048,single event,moderate,False,,Unclassified,False,"[{""target"":""demand"",""magnitude"":0.15,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.15,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-S-0048,single event,severe,False,,Unclassified,False,"[{""target"":""demand"",""magnitude"":0.15,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.15,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-S-0049,single event,moderate,False,,Unclassified,False,"[{""target"":""demand"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":2}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-S-0049,single event,severe,False,,Unclassified,False,"[{""target"":""demand"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":2}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-S-0050,single event,moderate,False,,Unclassified,False,"[{""target"":""demand"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-S-0050,single event,severe,False,,Unclassified,False,"[{""target"":""demand"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-S-0051,single event,moderate,True,16.0,Concentrated dependency,False,"[{""target"":""demand"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-S-0051,single event,severe,False,,Unclassified,False,"[{""target"":""demand"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-S-0052,single event,moderate,False,,Unclassified,False,"[{""target"":""demand"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":2}]","[{""duration_weeks"":2,""magnitude"":0.4,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-S-0052,single event,severe,False,,Unclassified,False,"[{""target"":""demand"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":2}]","[{""duration_weeks"":2,""magnitude"":0.4,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-S-0053,single event,moderate,False,,Unclassified,False,"[{""target"":""demand"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]","[{""duration_weeks"":3,""magnitude"":0.4,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-S-0053,single event,severe,False,,Unclassified,False,"[{""target"":""demand"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]","[{""duration_weeks"":3,""magnitude"":0.4,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-S-0054,single event,moderate,True,16.0,Concentrated dependency,False,"[{""target"":""demand"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-S-0054,single event,severe,False,,Unclassified,False,"[{""target"":""demand"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]"
A,REF-A-P-0055,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-P-0055,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-Q-0056,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-Q-0056,sequential pair,severe,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-Q-0057,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""}]"
A,REF-A-Q-0057,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""}]"
A,REF-A-P-0058,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-P-0058,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-Q-0059,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-Q-0059,sequential pair,severe,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-Q-0060,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""T2P""}]"
A,REF-A-Q-0060,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""T2P""}]"
A,REF-A-P-0061,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-P-0061,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-Q-0062,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-Q-0062,sequential pair,severe,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-Q-0063,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""T2P""}]"
A,REF-A-Q-0063,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""T2P""}]"
A,REF-A-P-0064,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-P-0064,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-Q-0065,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-Q-0065,sequential pair,severe,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-Q-0066,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""}]"
A,REF-A-Q-0066,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""}]"
A,REF-A-P-0067,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-P-0067,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-Q-0068,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-Q-0068,sequential pair,severe,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
A,REF-A-Q-0069,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""T2P""}]"
A,REF-A-Q-0069,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""T2P""}]"
A,REF-A-P-0070,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]"
